FIPS,STATE,COUNTY,POORHLTH,PCP,AIRPOL,RECFAC,FOODHLTH
17019,Illinois,Champaign,1,1,2,2,3
17021,Illinois,Christian,4,3,2,1,1
17023,Illinois,Clark,4,3,2,1,2
17025,Illinois,Clay,1,3,2,1,3
17027,Illinois,Clinton,1,3,1,3,4
17029,Illinois,Coles,4,2,2,1,2
17031,Illinois,Cook,2,1,4,3,2
17033,Illinois,Crawford,4,2,2,2,2
17035,Illinois,Cumberland,2,4,4,4,1
17037,Illinois,DeKalb,2,4,4,2,4
17039,Illinois,De Witt,3,3,1,1,1
17041,Illinois,Douglas,3,2,2,4,2
17043,Illinois,DuPage,1,1,2,2,2
17045,Illinois,Edgar,2,4,2,1,3
17047,Illinois,Edwards,2,2,4,4,3
17049,Illinois,Effingham,1,1,4,3,2
17051,Illinois,Fayette,1,4,1,4,3
17053,Illinois,Ford,1,1,1,1,4
17055,Illinois,Franklin,4,2,1,1,1
17057,Illinois,Fulton,4,4,1,3,2
17059,Illinois,Gallatin,2,4,4,4,4
17061,Illinois,Greene,4,3,1,3,1
17063,Illinois,Grundy,2,3,2,1,3
17065,Illinois,Hamilton,2,3,1,4,3
17067,Illinois,Hancock,4,1,2,4,3
17069,Illinois,Hardin,2,4,2,4,4
17071,Illinois,Henderson,2,3,1,4,1
17073,Illinois,Henry,1,3,1,3,4
17075,Illinois,Iroquois,4,3,1,3,2
17077,Illinois,Jackson,4,1,1,3,2
17079,Illinois,Jasper,2,4,2,2,2
17081,Illinois,Jefferson,4,2,1,1,2
17083,Illinois,Jersey,1,3,1,4,4
17085,Illinois,Jo Daviess,1,4,4,4,2
17087,Illinois,Johnson,2,4,1,1,2
17089,Illinois,Kane,1,3,4,3,3
17091,Illinois,Kankakee,4,3,1,1,4
17093,Illinois,Kendall,1,4,4,2,3
17095,Illinois,Knox,1,1,1,3,2
17097,Illinois,Lake,2,1,2,1,3
17099,Illinois,LaSalle,4,2,1,1,1
17101,Illinois,Lawrence,1,3,4,4,1
17103,Illinois,Lee,2,1,4,2,2
17105,Illinois,Livingston,4,3,1,2,1
17107,Illinois,Logan,3,2,1,4,2
17109,Illinois,McDonough,1,1,1,2,2
17111,Illinois,McHenry,1,2,2,2,3
17113,Illinois,McLean,1,2,1,2,4
17115,Illinois,Macon,3,1,2,2,3
17117,Illinois,Macoupin,2,4,1,3,4
17119,Illinois,Madison,4,3,4,1,4
17121,Illinois,Marion,2,3,1,2,2
17123,Illinois,Marshall,4,4,1,4,4
17125,Illinois,Mason,3,4,1,3,2
17127,Illinois,Massac,4,4,1,3,2
17129,Illinois,Menard,3,4,2,1,4
17131,Illinois,Mercer,1,4,1,2,4
17133,Illinois,Monroe,2,4,1,2,4
17135,Illinois,Montgomery,4,1,1,1,1
17137,Illinois,Morgan,3,2,2,2,2
17139,Illinois,Moultrie,4,2,2,3,1
17141,Illinois,Ogle,2,1,4,2,1
17143,Illinois,Peoria,2,1,2,2,3
17145,Illinois,Perry,2,2,1,1,1
17147,Illinois,Piatt,1,4,2,4,4
17149,Illinois,Pike,1,3,2,3,3
17151,Illinois,Pope,2,2,1,4,4
17153,Illinois,Pulaski,2,2,1,4,4
17155,Illinois,Putnam,2,4,1,1,1
17157,Illinois,Randolph,1,1,1,1,1
17159,Illinois,Richland,1,1,2,1,1
17161,Illinois,Rock Island,2,2,1,2,4
17163,Illinois,St. Clair,3,1,1,2,4
17165,Illinois,Saline,4,1,1,4,1
17167,Illinois,Sangamon,2,1,2,2,3
17169,Illinois,Schuyler,2,2,2,4,3
17171,Illinois,Scott,2,3,2,4,1
17173,Illinois,Shelby,4,3,2,4,3
17175,Illinois,Stark,2,4,1,4,4
17177,Illinois,Stephenson,1,2,4,1,1
17179,Illinois,Tazewell,3,3,1,1,4
17181,Illinois,Union,2,1,1,3,1
17183,Illinois,Vermilion,4,2,1,3,4
17185,Illinois,Wabash,2,4,4,1,1
17187,Illinois,Warren,1,2,1,3,1
17189,Illinois,Washington,1,4,1,3,2
17191,Illinois,Wayne,1,3,2,2,3
17193,Illinois,White,4,3,4,3,3
17195,Illinois,Whiteside,2,2,4,2,1
17197,Illinois,Will,2,3,1,2,3
17199,Illinois,Williamson,2,1,1,3,1
17201,Illinois,Winnebago,3,1,4,3,3
17203,Illinois,Woodford,1,1,1,3,3
18001,Indiana,Adams,1,3,4,1,1
18003,Indiana,Allen,1,1,1,1,3
18005,Indiana,Bartholomew,2,1,1,1,3
18007,Indiana,Benton,4,4,1,4,4
18009,Indiana,Blackford,4,2,4,3,1
18011,Indiana,Boone,1,1,1,1,3
18013,Indiana,Brown,1,3,1,3,4
18015,Indiana,Carroll,2,2,3,1,4
18017,Indiana,Cass,2,2,3,1,2
18019,Indiana,Clark,2,2,4,2,3
18021,Indiana,Clay,3,3,1,4,4
18023,Indiana,Clinton,3,3,3,4,2
18025,Indiana,Crawford,4,2,1,4,3
18027,Indiana,Daviess,3,4,4,3,1
18029,Indiana,Dearborn,3,3,1,2,4
18031,Indiana,Decatur,3,4,3,4,2
18033,Indiana,DeKalb,2,1,3,1,1
18035,Indiana,Delaware,3,1,1,2,3
18037,Indiana,Dubois,1,1,3,1,2
18039,Indiana,Elkhart,1,3,4,3,3
18041,Indiana,Fayette,2,3,1,1,1
18043,Indiana,Floyd,3,1,4,2,3
18045,Indiana,Fountain,4,4,1,4,2
18047,Indiana,Franklin,4,1,1,1,4
18049,Indiana,Fulton,3,3,3,3,2
18051,Indiana,Gibson,1,3,3,3,4
18053,Indiana,Grant,3,3,3,2,1
18055,Indiana,Greene,4,4,3,4,4
18057,Indiana,Hamilton,1,1,1,1,2
18059,Indiana,Hancock,2,1,1,3,3
18061,Indiana,Harrison,1,2,4,3,4
18063,Indiana,Hendricks,1,1,1,1,3
18065,Indiana,Henry,4,3,1,2,1
18067,Indiana,Howard,4,2,1,1,3
18069,Indiana,Huntington,2,2,3,2,2
18071,Indiana,Jackson,4,2,1,3,2
18073,Indiana,Jasper,1,2,1,1,4
18075,Indiana,Jay,2,3,4,1,1
18077,Indiana,Jefferson,4,1,1,2,1
18079,Indiana,Jennings,4,4,1,4,2
18081,Indiana,Johnson,2,1,3,3,3
18083,Indiana,Knox,3,2,4,2,1
18085,Indiana,Kosciusko,1,3,3,1,2
18087,Indiana,LaGrange,1,4,3,4,1
18089,Indiana,Lake,2,2,1,2,3
18091,Indiana,LaPorte,1,3,1,3,4
18093,Indiana,Lawrence,3,3,1,1,2
18095,Indiana,Madison,3,2,1,2,4
18097,Indiana,Marion,2,1,4,2,3
18099,Indiana,Marshall,2,1,3,2,2
18101,Indiana,Martin,4,4,1,2,2
18103,Indiana,Miami,3,4,1,2,2
18105,Indiana,Monroe,2,1,1,3,3
18107,Indiana,Montgomery,3,2,1,3,2
18109,Indiana,Morgan,2,3,1,3,4
18111,Indiana,Newton,1,4,1,1,4
18113,Indiana,Noble,1,3,3,4,1
18115,Indiana,Ohio,3,2,1,1,3
18117,Indiana,Orange,4,1,1,2,1
18119,Indiana,Owen,3,4,1,4,4
18121,Indiana,Parke,3,4,3,3,2
18123,Indiana,Perry,4,2,1,2,2
18125,Indiana,Pike,4,4,3,4,1
18127,Indiana,Porter,2,2,1,3,3
18129,Indiana,Posey,1,4,3,4,4
18131,Indiana,Pulaski,3,2,3,3,2
18133,Indiana,Putnam,1,3,3,4,4
18135,Indiana,Randolph,4,4,4,1,2
18137,Indiana,Ripley,1,4,3,3,1
18139,Indiana,Rush,2,3,1,1,1
18141,Indiana,St. Joseph,2,1,1,2,3
18143,Indiana,Scott,4,2,1,2,1
18145,Indiana,Shelby,4,4,1,3,3
18147,Indiana,Spencer,2,4,1,4,1
18149,Indiana,Starke,4,4,3,4,1
18151,Indiana,Steuben,1,2,3,2,1
18153,Indiana,Sullivan,4,4,1,4,4
18155,Indiana,Switzerland,4,2,1,2,2
18157,Indiana,Tippecanoe,1,1,1,2,3
18159,Indiana,Tipton,1,2,1,4,4
18161,Indiana,Union,2,4,1,4,1
18163,Indiana,Vanderburgh,3,1,3,1,3
18165,Indiana,Vermillion,4,4,1,4,4
18167,Indiana,Vigo,3,1,3,1,4
18169,Indiana,Wabash,1,3,3,3,1
18171,Indiana,Warren,3,4,1,4,2
18173,Indiana,Warrick,1,1,3,3,3
18175,Indiana,Washington,4,3,1,4,4
18177,Indiana,Wayne,3,2,1,2,1
18179,Indiana,Wells,1,1,4,3,3
18181,Indiana,White,3,3,3,4,2
18183,Indiana,Whitley,1,3,3,3,4
19001,Iowa,Adair,1,3,1,1,2
19003,Iowa,Adams,4,1,1,4,1
19005,Iowa,Allamakee,1,1,4,4,1
19007,Iowa,Appanoose,4,1,1,1,3
19009,Iowa,Audubon,1,4,1,4,1
19011,Iowa,Benton,1,4,4,3,4
19013,Iowa,Black Hawk,3,1,4,3,4
19015,Iowa,Boone,3,3,1,2,1
19017,Iowa,Bremer,1,2,1,4,4
19019,Iowa,Buchanan,4,4,4,4,2
19021,Iowa,Buena Vista,1,2,1,3,1
19023,Iowa,Butler,3,4,1,4,4
19025,Iowa,Calhoun,3,3,1,4,4
19027,Iowa,Carroll,2,2,1,3,1
19029,Iowa,Cass,1,1,1,1,3
19031,Iowa,Cedar,1,4,4,1,1
19033,Iowa,Cerro Gordo,3,1,1,1,1
19035,Iowa,Cherokee,2,3,1,4,2
19037,Iowa,Chickasaw,1,3,1,1,2
19039,Iowa,Clarke,1,4,1,2,1
19041,Iowa,Clay,3,1,1,1,1
19043,Iowa,Clayton,2,3,4,4,3
19045,Iowa,Clinton,4,2,4,2,2
19047,Iowa,Crawford,3,3,1,3,3
19049,Iowa,Dallas,3,4,1,2,4
19051,Iowa,Davis,2,4,1,1,3
19053,Iowa,Decatur,4,3,1,4,3
19055,Iowa,Delaware,1,3,4,1,2
19057,Iowa,Des Moines,4,2,1,3,1
19059,Iowa,Dickinson,1,2,1,1,1
19061,Iowa,Dubuque,2,1,4,2,4
19063,Iowa,Emmet,1,1,1,1,3
19065,Iowa,Fayette,3,4,3,2,1
19067,Iowa,Floyd,2,3,1,2,2
19069,Iowa,Franklin,3,4,1,3,2
19071,Iowa,Fremont,4,4,1,4,4
19073,Iowa,Greene,1,2,1,1,2
19075,Iowa,Grundy,2,4,3,4,4
19077,Iowa,Guthrie,3,3,1,4,4
19079,Iowa,Hamilton,2,3,1,3,2
19081,Iowa,Hancock,3,3,1,1,2
19083,Iowa,Hardin,2,2,1,3,2
19085,Iowa,Harrison,3,3,3,4,4
19087,Iowa,Henry,4,3,1,2,3
19089,Iowa,Howard,2,1,1,1,4
19091,Iowa,Humboldt,4,4,1,2,3
19093,Iowa,Ida,2,3,1,4,4
19095,Iowa,Iowa,2,2,4,3,1
19097,Iowa,Jackson,3,3,4,3,2
19099,Iowa,Jasper,2,3,1,2,1
19101,Iowa,Jefferson,2,1,1,1,2
19103,Iowa,Johnson,1,1,4,3,3
19105,Iowa,Jones,4,3,4,2,4
19107,Iowa,Keokuk,1,4,3,3,3
19109,Iowa,Kossuth,2,2,1,3,4
19111,Iowa,Lee,4,2,1,2,2
19113,Iowa,Linn,3,1,4,2,3
19115,Iowa,Louisa,2,4,1,4,1
19117,Iowa,Lucas,2,4,1,1,2
19119,Iowa,Lyon,1,4,1,3,2
19121,Iowa,Madison,3,4,1,3,4
19123,Iowa,Mahaska,4,1,3,2,2
19125,Iowa,Marion,3,2,1,4,1
19127,Iowa,Marshall,2,1,3,3,2
19129,Iowa,Mills,4,2,1,1,4
19131,Iowa,Mitchell,2,4,1,1,3
19133,Iowa,Monona,1,2,4,1,3
19135,Iowa,Monroe,4,4,1,2,2
19137,Iowa,Montgomery,4,2,1,3,3
19139,Iowa,Muscatine,3,2,1,3,1
19141,Iowa,O'Brien,1,2,1,1,3
19143,Iowa,Osceola,3,3,1,4,3
19145,Iowa,Page,4,1,1,1,1
19147,Iowa,Palo Alto,4,4,3,4,4
19149,Iowa,Plymouth,2,2,3,1,1
19151,Iowa,Pocahontas,1,4,1,4,3
19153,Iowa,Polk,3,1,1,2,3
19155,Iowa,Pottawattamie,3,3,1,3,4
19157,Iowa,Poweshiek,2,1,4,2,2
19159,Iowa,Ringgold,1,3,1,4,3
19161,Iowa,Sac,2,2,1,2,3
19163,Iowa,Scott,2,1,3,2,3
19165,Iowa,Shelby,1,1,1,4,3
19167,Iowa,Sioux,1,1,1,3,1
19169,Iowa,Story,2,1,1,2,4
19171,Iowa,Tama,3,4,4,2,1
19173,Iowa,Taylor,4,2,1,4,1
19175,Iowa,Union,2,2,1,1,2
19177,Iowa,Van Buren,4,3,1,4,4
19179,Iowa,Wapello,4,2,1,3,1
19181,Iowa,Warren,4,4,1,2,4
19183,Iowa,Washington,2,1,3,2,4
19185,Iowa,Wayne,3,3,1,1,4
19187,Iowa,Webster,4,3,1,1,1
19189,Iowa,Winnebago,1,2,1,3,3
19191,Iowa,Winneshiek,1,1,3,2,2
19193,Iowa,Woodbury,3,1,3,2,4
19195,Iowa,Worth,1,2,1,4,2
19197,Iowa,Wright,3,2,1,3,2
20001,Kansas,Allen,3,4,1,2,2
20003,Kansas,Anderson,2,4,1,2,2
20005,Kansas,Atchison,2,1,1,1,1
20007,Kansas,Barber,1,4,1,1,1
20009,Kansas,Barton,4,2,1,1,1
20011,Kansas,Bourbon,4,1,1,2,2
20013,Kansas,Brown,3,1,1,2,1
20015,Kansas,Butler,2,3,1,2,3
20017,Kansas,Chase,1,2,4,2,4
20019,Kansas,Chautauqua,1,2,1,2,3
20021,Kansas,Cherokee,4,4,1,2,1
20023,Kansas,Cheyenne,1,1,1,2,4
20025,Kansas,Clark,3,2,1,2,4
20027,Kansas,Clay,2,1,4,2,2
20029,Kansas,Cloud,2,4,4,1,3
20031,Kansas,Coffey,1,3,1,2,3
20033,Kansas,Comanche,2,2,1,2,2
20035,Kansas,Cowley,3,2,1,2,1
20037,Kansas,Crawford,3,3,1,1,1
20039,Kansas,Decatur,4,1,1,2,2
20041,Kansas,Dickinson,2,1,4,2,1
20043,Kansas,Doniphan,2,4,1,2,4
20045,Kansas,Douglas,2,2,1,2,2
20047,Kansas,Edwards,3,3,1,2,2
20049,Kansas,Elk,4,3,1,2,4
20051,Kansas,Ellis,1,3,1,1,1
20053,Kansas,Ellsworth,4,4,1,2,3
20055,Kansas,Finney,2,4,1,1,1
20057,Kansas,Ford,2,2,1,1,1
20059,Kansas,Franklin,3,4,1,2,4
20061,Kansas,Geary,4,3,4,2,1
20063,Kansas,Gove,1,1,1,2,4
20065,Kansas,Graham,1,4,1,2,3
20067,Kansas,Grant,2,3,1,2,1
20069,Kansas,Gray,3,4,1,2,4
20071,Kansas,Greeley,NR,NR,NR,NR,NR
20073,Kansas,Greenwood,4,4,1,2,4
20075,Kansas,Hamilton,4,2,1,2,4
20077,Kansas,Harper,2,3,1,2,2
20079,Kansas,Harvey,2,1,1,2,3
20081,Kansas,Haskell,2,4,1,2,4
20083,Kansas,Hodgeman,NR,NR,NR,NR,NR
20085,Kansas,Jackson,4,2,1,2,4
20087,Kansas,Jefferson,3,3,1,2,4
20089,Kansas,Jewell,4,2,4,2,3
20091,Kansas,Johnson,1,1,1,1,1
20093,Kansas,Kearny,1,2,1,2,2
20095,Kansas,Kingman,3,2,1,1,3
20097,Kansas,Kiowa,1,2,1,2,3
20099,Kansas,Labette,3,2,1,2,1
20101,Kansas,Lane,4,4,1,2,4
20103,Kansas,Leavenworth,3,3,1,2,3
20105,Kansas,Lincoln,1,2,4,1,4
20107,Kansas,Linn,2,4,1,2,4
20109,Kansas,Logan,4,2,1,1,3
20111,Kansas,Lyon,4,2,4,1,1
20113,Kansas,McPherson,1,1,1,2,1
20115,Kansas,Marion,1,3,1,2,3
20117,Kansas,Marshall,3,3,4,2,2
20119,Kansas,Meade,1,4,1,2,4
20121,Kansas,Miami,3,3,1,1,3
20123,Kansas,Mitchell,1,1,4,1,3
20125,Kansas,Montgomery,4,4,1,1,1
20127,Kansas,Morris,2,1,4,1,3
20129,Kansas,Morton,2,3,1,2,3
20131,Kansas,Nemaha,1,1,1,2,2
20133,Kansas,Neosho,4,3,1,1,3
20135,Kansas,Ness,4,4,1,2,3
20137,Kansas,Norton,2,3,1,2,2
20139,Kansas,Osage,4,4,1,2,4
20141,Kansas,Osborne,1,2,1,2,3
20143,Kansas,Ottawa,2,1,4,2,3
20145,Kansas,Pawnee,2,3,1,2,2
20147,Kansas,Phillips,1,4,1,2,3
20149,Kansas,Pottawatomie,1,3,4,2,2
20151,Kansas,Pratt,2,3,1,1,1
20153,Kansas,Rawlins,1,3,1,2,4
20155,Kansas,Reno,3,2,1,2,1
20157,Kansas,Republic,2,1,4,1,3
20159,Kansas,Rice,4,3,1,2,2
20161,Kansas,Riley,1,2,4,2,1
20163,Kansas,Rooks,2,1,1,2,2
20165,Kansas,Rush,3,2,1,2,4
20167,Kansas,Russell,3,1,1,2,2
20169,Kansas,Saline,3,1,4,1,1
20171,Kansas,Scott,2,1,1,1,1
20173,Kansas,Sedgwick,3,1,1,2,2
20175,Kansas,Seward,4,3,1,2,1
20177,Kansas,Shawnee,3,2,1,2,3
20179,Kansas,Sheridan,1,1,1,2,4
20181,Kansas,Sherman,3,2,1,1,2
20183,Kansas,Smith,1,1,1,2,4
20185,Kansas,Stafford,4,4,1,2,3
20187,Kansas,Stanton,NR,NR,NR,NR,NR
20189,Kansas,Stevens,2,4,1,2,2
20191,Kansas,Sumner,4,4,1,2,4
20193,Kansas,Thomas,1,4,1,1,2
20195,Kansas,Trego,4,1,1,2,2
20197,Kansas,Wabaunsee,3,4,4,1,4
20199,Kansas,Wallace,NR,NR,NR,NR,NR
20201,Kansas,Washington,1,3,4,2,4
20203,Kansas,Wichita,NR,NR,NR,NR,NR
20205,Kansas,Wilson,3,2,1,2,1
20207,Kansas,Woodson,4,3,1,2,2
20209,Kansas,Wyandotte,4,1,4,2,2
21001,Kentucky,Adair,3,2,1,2,3
21003,Kentucky,Allen,2,4,1,2,1
21005,Kentucky,Anderson,1,3,1,1,2
21007,Kentucky,Ballard,3,4,1,3,2
21009,Kentucky,Barren,2,1,1,2,2
21011,Kentucky,Bath,2,4,1,3,1
21013,Kentucky,Bell,4,2,1,2,2
21015,Kentucky,Boone,1,1,1,1,3
21017,Kentucky,Bourbon,1,1,4,3,4
21019,Kentucky,Boyd,3,1,4,2,4
21021,Kentucky,Boyle,1,1,1,1,2
21023,Kentucky,Bracken,2,4,1,3,4
21025,Kentucky,Breathitt,3,1,1,3,2
21027,Kentucky,Breckinridge,2,3,1,3,3
21029,Kentucky,Bullitt,3,4,4,1,4
21031,Kentucky,Butler,3,4,1,3,3
21033,Kentucky,Caldwell,1,1,1,2,1
21035,Kentucky,Calloway,1,2,1,1,3
21037,Kentucky,Campbell,1,1,1,1,3
21039,Kentucky,Carlisle,4,4,1,3,1
21041,Kentucky,Carroll,1,4,1,1,1
21043,Kentucky,Carter,3,3,4,2,1
21045,Kentucky,Casey,4,4,1,2,3
21047,Kentucky,Christian,1,3,4,3,4
21049,Kentucky,Clark,4,2,1,2,3
21051,Kentucky,Clay,4,3,1,3,3
21053,Kentucky,Clinton,3,2,1,1,2
21055,Kentucky,Crittenden,4,3,1,3,1
21057,Kentucky,Cumberland,3,2,1,3,2
21059,Kentucky,Daviess,1,2,4,1,4
21061,Kentucky,Edmonson,3,4,1,3,4
21063,Kentucky,Elliott,3,2,1,3,1
21065,Kentucky,Estill,1,3,1,3,1
21067,Kentucky,Fayette,1,1,4,1,3
21069,Kentucky,Fleming,3,1,1,1,3
21071,Kentucky,Floyd,4,1,1,3,1
21073,Kentucky,Franklin,1,3,4,1,1
21075,Kentucky,Fulton,4,1,1,3,1
21077,Kentucky,Gallatin,4,4,1,3,4
21079,Kentucky,Garrard,3,2,1,3,1
21081,Kentucky,Grant,3,2,1,1,4
21083,Kentucky,Graves,2,3,1,2,3
21085,Kentucky,Grayson,3,2,1,3,4
21087,Kentucky,Green,3,4,1,3,3
21089,Kentucky,Greenup,3,2,4,3,4
21091,Kentucky,Hancock,1,2,4,3,4
21093,Kentucky,Hardin,2,2,4,2,4
21095,Kentucky,Harlan,4,2,1,3,1
21097,Kentucky,Harrison,1,1,1,1,3
21099,Kentucky,Hart,3,3,1,2,3
21101,Kentucky,Henderson,2,2,4,2,4
21103,Kentucky,Henry,1,3,1,3,4
21105,Kentucky,Hickman,4,4,1,3,2
21107,Kentucky,Hopkins,2,1,1,2,2
21109,Kentucky,Jackson,4,4,1,3,1
21111,Kentucky,Jefferson,1,1,4,1,3
21113,Kentucky,Jessamine,1,2,1,1,4
21115,Kentucky,Johnson,4,2,1,3,2
21117,Kentucky,Kenton,1,1,4,1,3
21119,Kentucky,Knott,3,3,1,3,2
21121,Kentucky,Knox,4,4,1,3,2
21123,Kentucky,Larue,2,4,1,1,4
21125,Kentucky,Laurel,3,2,1,3,1
21127,Kentucky,Lawrence,3,3,1,3,3
21129,Kentucky,Lee,4,1,1,3,1
21131,Kentucky,Leslie,4,4,1,3,3
21133,Kentucky,Letcher,4,1,1,3,1
21135,Kentucky,Lewis,2,4,1,3,3
21137,Kentucky,Lincoln,4,1,1,3,2
21139,Kentucky,Livingston,4,1,1,3,3
21141,Kentucky,Logan,1,4,1,3,2
21143,Kentucky,Lyon,1,3,1,3,2
21145,Kentucky,McCracken,1,1,4,1,1
21147,Kentucky,McCreary,4,3,1,3,2
21149,Kentucky,McLean,3,4,4,3,4
21151,Kentucky,Madison,1,2,1,1,1
21153,Kentucky,Magoffin,4,4,1,3,2
21155,Kentucky,Marion,2,2,1,2,2
21157,Kentucky,Marshall,2,3,1,1,2
21159,Kentucky,Martin,4,3,1,2,1
21161,Kentucky,Mason,1,1,1,2,2
21163,Kentucky,Meade,2,4,1,3,4
21165,Kentucky,Menifee,4,4,1,3,3
21167,Kentucky,Mercer,1,3,1,3,1
21169,Kentucky,Metcalfe,2,3,1,3,2
21171,Kentucky,Monroe,2,3,1,1,2
21173,Kentucky,Montgomery,2,2,1,1,1
21175,Kentucky,Morgan,3,3,1,2,3
21177,Kentucky,Muhlenberg,2,3,1,1,1
21179,Kentucky,Nelson,1,3,1,1,4
21181,Kentucky,Nicholas,3,4,1,3,1
21183,Kentucky,Ohio,2,4,1,2,3
21185,Kentucky,Oldham,1,2,4,3,3
21187,Kentucky,Owen,2,3,1,3,3
21189,Kentucky,Owsley,4,2,1,3,3
21191,Kentucky,Pendleton,2,4,1,2,4
21193,Kentucky,Perry,4,1,1,3,2
21195,Kentucky,Pike,4,2,1,2,1
21197,Kentucky,Powell,3,3,1,3,1
21199,Kentucky,Pulaski,2,1,1,2,2
21201,Kentucky,Robertson,3,2,1,3,4
21203,Kentucky,Rockcastle,4,1,1,3,1
21205,Kentucky,Rowan,2,1,1,1,2
21207,Kentucky,Russell,2,1,1,2,2
21209,Kentucky,Scott,2,2,1,2,4
21211,Kentucky,Shelby,2,2,1,2,4
21213,Kentucky,Simpson,2,2,1,2,1
21215,Kentucky,Spencer,1,2,1,2,4
21217,Kentucky,Taylor,1,2,1,1,2
21219,Kentucky,Todd,3,3,1,3,3
21221,Kentucky,Trigg,2,3,1,2,4
21223,Kentucky,Trimble,2,3,1,3,4
21225,Kentucky,Union,3,3,4,1,1
21227,Kentucky,Warren,2,1,4,2,4
21229,Kentucky,Washington,1,4,1,1,3
21231,Kentucky,Wayne,3,4,1,1,2
21233,Kentucky,Webster,1,4,4,3,4
21235,Kentucky,Whitley,4,1,1,2,2
21237,Kentucky,Wolfe,3,4,1,3,3
21239,Kentucky,Woodford,1,1,1,3,4
22001,Louisiana,Acadia,3,3,3,1,1
22003,Louisiana,Allen,4,2,3,3,3
22005,Louisiana,Ascension,1,3,4,1,3
22007,Louisiana,Assumption,4,3,4,2,1
22009,Louisiana,Avoyelles,3,2,3,3,2
22011,Louisiana,Beauregard,3,2,2,3,3
22013,Louisiana,Bienville,1,4,1,3,3
22015,Louisiana,Bossier,1,2,1,1,3
22017,Louisiana,Caddo,2,1,3,2,3
22019,Louisiana,Calcasieu,2,1,3,2,3
22021,Louisiana,Caldwell,4,3,1,2,2
22023,Louisiana,Cameron,1,2,1,3,4
22025,Louisiana,Catahoula,4,3,2,3,2
22027,Louisiana,Claiborne,2,3,1,3,1
22029,Louisiana,Concordia,3,3,1,2,2
22031,Louisiana,De Soto,3,4,1,3,4
22033,Louisiana,East Baton Rouge,1,1,3,1,3
22035,Louisiana,East Carroll,1,3,1,3,2
22037,Louisiana,East Feliciana,1,3,1,3,4
22039,Louisiana,Evangeline,3,2,3,3,1
22041,Louisiana,Franklin,3,3,1,3,2
22043,Louisiana,Grant,4,4,1,3,4
22045,Louisiana,Iberia,3,2,4,2,1
22047,Louisiana,Iberville,2,2,3,3,4
22049,Louisiana,Jackson,4,4,1,1,2
22051,Louisiana,Jefferson,2,1,3,2,2
22053,Louisiana,Jefferson Davis,4,2,3,2,1
22055,Louisiana,Lafayette,1,1,3,1,3
22057,Louisiana,Lafourche,2,2,3,2,3
22059,Louisiana,La Salle,1,1,2,3,2
22061,Louisiana,Lincoln,2,2,1,1,1
22063,Louisiana,Livingston,3,4,2,2,4
22065,Louisiana,Madison,1,3,1,3,1
22067,Louisiana,Morehouse,4,2,2,3,2
22069,Louisiana,Natchitoches,3,1,2,3,2
22071,Louisiana,Orleans,1,1,2,2,3
22073,Louisiana,Ouachita,1,1,2,1,4
22075,Louisiana,Plaquemines,3,4,1,1,4
22077,Louisiana,Pointe Coupee,1,2,3,3,4
22079,Louisiana,Rapides,2,1,2,2,4
22081,Louisiana,Red River,3,4,2,3,2
22083,Louisiana,Richland,2,1,2,3,1
22085,Louisiana,Sabine,4,4,2,3,2
22087,Louisiana,St. Bernard,3,4,3,2,3
22089,Louisiana,St. Charles,2,4,4,1,3
22091,Louisiana,St. Helena,2,3,1,3,4
22093,Louisiana,St. James,3,1,4,1,1
22095,Louisiana,St. John the Baptist,2,3,3,1,3
22097,Louisiana,St. Landry,3,1,3,3,1
22099,Louisiana,St. Martin,4,4,3,3,4
22101,Louisiana,St. Mary,3,1,4,3,1
22103,Louisiana,St. Tammany,1,1,2,1,3
22105,Louisiana,Tangipahoa,2,2,1,1,1
22107,Louisiana,Tensas,1,2,1,3,4
22109,Louisiana,Terrebonne,2,2,4,2,4
22111,Louisiana,Union,4,4,1,2,4
22113,Louisiana,Vermilion,3,4,3,1,1
22115,Louisiana,Vernon,3,3,2,3,2
22117,Louisiana,Washington,4,3,3,3,2
22119,Louisiana,Webster,2,1,1,3,1
22121,Louisiana,West Baton Rouge,3,4,1,1,3
22123,Louisiana,West Carroll,1,4,3,3,1
22125,Louisiana,West Feliciana,1,3,2,3,4
22127,Louisiana,Winn,4,4,1,2,2
23001,Maine,Androscoggin,3,2,3,2,4
23003,Maine,Aroostook,4,3,1,4,3
23005,Maine,Cumberland,1,1,1,1,3
23007,Maine,Franklin,2,1,1,4,2
23009,Maine,Hancock,1,1,1,1,2
23011,Maine,Kennebec,2,1,3,2,1
23013,Maine,Knox,2,2,3,1,2
23015,Maine,Lincoln,1,2,4,1,1
23017,Maine,Oxford,4,4,1,4,1
23019,Maine,Penobscot,3,2,1,3,4
23021,Maine,Piscataquis,4,3,1,3,2
23023,Maine,Sagadahoc,1,4,4,2,4
23025,Maine,Somerset,4,4,1,4,1
23027,Maine,Waldo,2,3,1,3,3
23029,Maine,Washington,3,3,1,3,3
23031,Maine,York,2,4,1,2,4
24001,Maryland,Allegany,4,2,1,1,4
24003,Maryland,Anne Arundel,2,2,4,1,3
24005,Maryland,Baltimore,2,1,4,1,2
24009,Maryland,Calvert,3,3,1,2,4
24011,Maryland,Caroline,4,4,3,4,1
24013,Maryland,Carroll,2,3,1,2,3
24015,Maryland,Cecil,4,4,2,4,4
24017,Maryland,Charles,2,4,1,4,3
